Batch_Size,Time_In_SECONDS
1,0.011566847562789917
2,0.01202547550201416
3,0.011484265327453613
4,0.010993331670761108
5,0.012761741876602173
6,0.014420270919799805
7,0.01647356152534485
8,0.01845654845237732
9,0.020367026329040527
10,0.02138766646385193
11,0.023219645023345947
12,0.024773597717285156
13,0.026371389627456665
14,0.028063833713531494
15,0.029762685298919678
16,0.03150162100791931
17,0.03350347280502319
18,0.035124123096466064
19,0.03709518909454346
20,0.03868940472602844
21,0.040443599224090576
22,0.0421069860458374
23,0.043872982263565063
24,0.04486915469169617
25,0.04767027497291565
26,0.049452751874923706
27,0.05127507448196411
28,0.053315699100494385
29,0.05545055866241455
30,0.05573385953903198
31,0.05758747458457947
32,0.059248894453048706
33,0.06119838356971741
34,0.06300100684165955
35,0.0647650957107544
36,0.06632661819458008
37,0.06903573870658875
38,0.07087820768356323
39,0.07245540618896484
40,0.07413128018379211
41,0.07589173316955566
42,0.07789409160614014
43,0.07945030927658081
44,0.08108386397361755
45,0.08282580971717834
46,0.08503645658493042
47,0.08674931526184082
48,0.08831837773323059
49,0.08821389079093933
50,0.08975833654403687
51,0.0915779173374176
52,0.09209665656089783
53,0.09339538216590881
54,0.0951002836227417
55,0.09734103083610535
56,0.09886026382446289
57,0.1007084846496582
58,0.10226452350616455
59,0.10426464676856995
60,0.10610735416412354
61,0.10810419917106628
62,0.10951113700866699
63,0.1115310788154602
64,0.1132485568523407
65,0.11515742540359497
66,0.11681261658668518
67,0.11673784255981445
68,0.11856615543365479
69,0.12032648921012878
70,0.12204089760780334
71,0.12377330660820007
72,0.12537500262260437
73,0.12689319252967834
74,0.12867000699043274
75,0.13018065690994263
76,0.13178396224975586
77,0.13351386785507202
78,0.13539236783981323
79,0.13710662722587585
80,0.13862529397010803
81,0.1407337784767151
82,0.14216569066047668
83,0.14382731914520264
84,0.1452975571155548
85,0.14723575115203857
86,0.14856350421905518
87,0.15028655529022217
88,0.1522286832332611
89,0.15406063199043274
90,0.1551952362060547
91,0.1569822132587433
92,0.15894079208374023
93,0.16066744923591614
94,0.1622377336025238
95,0.16435465216636658
96,0.16580352187156677
97,0.17371857166290283
98,0.17544341087341309
99,0.1770918071269989
100,0.17919528484344482
101,0.18128636479377747
102,0.18314802646636963
103,0.18482694029808044
104,0.18654415011405945
105,0.18808048963546753
106,0.18967324495315552
107,0.19145148992538452
108,0.19325575232505798
109,0.19498950242996216
110,0.1971379518508911
111,0.19880566000938416
112,0.20021456480026245
113,0.20383965969085693
114,0.2056194543838501
115,0.20780116319656372
116,0.20941489934921265
117,0.21144747734069824
118,0.21307414770126343
119,0.21488341689109802
120,0.21633252501487732
121,0.21816125512123108
122,0.2203810214996338
123,0.22183996438980103
124,0.22364157438278198
125,0.22566640377044678
126,0.22669655084609985
127,0.2282639443874359
128,0.2299913465976715
129,0.23248404264450073
130,0.23429971933364868
131,0.2362878918647766
132,0.23801258206367493
133,0.23947802186012268
134,0.24131643772125244
135,0.24318605661392212
136,0.2455558180809021
137,0.2473541498184204
138,0.24964338541030884
139,0.25099340081214905
140,0.2530316412448883
141,0.2546580135822296
142,0.2564243972301483
143,0.25819918513298035
144,0.2598758637905121
145,0.2624175548553467
146,0.26375046372413635
147,0.26625391840934753
148,0.26817625761032104
149,0.270092636346817
150,0.27155470848083496
151,0.273495614528656
152,0.2753569185733795
153,0.27683064341545105
154,0.2783437669277191
155,0.2802942097187042
156,0.2826158106327057
157,0.28424620628356934
158,0.2858056426048279
159,0.2875700891017914
