0.686367678821,0.025
0.766162706983,0.05
0.825484267141,0.075
0.85577436158,0.1
1.00654724093,0.125
1.07437428535,0.15
1.07437428535,0.175
1.09358404269,0.2
1.09358404269,0.225
1.15982721382,0.25
1.233744124,0.275
1.24478606417,0.3
1.25686698005,0.325
1.37334519121,0.35
1.47787913438,0.375
1.56158774525,0.4
1.79474018549,0.425
2.02321179012,0.45
2.09729386355,0.475
2.18005618374,0.5
2.29824249354,0.525
2.47765596347,0.55
2.74562317368,0.575
2.86106805573,0.6
3.64848176852,0.625
4.80311975042,0.65
4.99404565282,0.675
5.26217761403,0.7
5.53103798755,0.725
5.81918434761,0.75
6.3350425613,0.775
6.47231609707,0.8
6.84756701817,0.825
7.06799644264,0.85
7.15604963368,0.875
7.21189175454,0.9
7.24550882988,0.925
7.47309532884,0.95
7.55553296913,0.975
7.71622411384,1.0
