batch_size,peak,persistent
1.0,119.26979975230309,64.41641135163414
2.0,161.8136158421167,64.98606088905905
3.0,204.35666182543287,65.55578068645112
4.0,246.89893770225157,66.12557074381033
5.0,289.44044347257284,66.69543106113672
6.0,331.98117913639663,67.26536163843024
7.0,374.521144693723,67.83536247569093
8.0,417.0603401445519,68.40543357291877
9.0,459.5987654888833,68.97557493011377
10.0,502.13642072671735,69.54578654727592
11.0,544.6733058580539,70.11606842440523
12.0,587.2094208828928,70.68642056150169
13.0,629.7447658012345,71.25684295856531
14.0,672.2793406130787,71.8273356155961
15.0,714.8131453184254,72.39789853259403
16.0,752.853515625,72.2333984375
17.0,799.8784444096265,73.53923514649135
18.0,842.4099387954808,74.11000884339074
19.0,884.9406630748377,74.6808528002573
20.0,927.4706172476972,75.25176701709101
21.0,969.9998013140591,75.82275149389189
22.0,1012.5282152739237,76.3938062306599
23.0,1055.0558591272907,76.96493122739508
24.0,1097.5827328741602,77.53612648409741
25.0,1140.1088365145326,78.1073920007669
26.0,1182.6341700484072,78.67872777740354
27.0,1225.1587334757846,79.25013381400734
28.0,1267.6825267966644,79.82161011057829
29.0,1310.2055500110469,80.3931566671164
30.0,1352.7278031189317,80.96477348362167
31.0,1395.249286120319,81.53646056009408
32.0,1436.3564453125,83.20068359375
33.0,1480.2899418036016,82.6800454929404
34.0,1522.8091144854966,83.25194334931429
35.0,1565.3275170608943,83.82391146565533
36.0,1607.8451495297945,84.39594984196353
37.0,1650.3620118921972,84.96805847823887
38.0,1692.8781041481025,85.54023737448139
39.0,1735.3934262975101,86.11248653069106
40.0,1777.9079783404206,86.68480594686788
41.0,1820.4217602768335,87.25719562301185
42.0,1862.934772106749,87.82965555912298
43.0,1905.447013830167,88.40218575520129
44.0,1947.9584854470875,88.97478621124672
45.0,1990.4691869575106,89.54745692725932
46.0,2032.9791183614363,90.12019790323907
47.0,2075.4882796588645,90.69300913918599
48.0,2120.603515625,91.4453125
49.0,2160.504291934228,91.83884239098128
50.0,2203.0111429121644,92.41186440682966
51.0,2245.5172237836027,92.98495668264519
52.0,2288.0225345485433,93.55811921842788
53.0,2330.527075206987,94.13135201417772
54.0,2373.030845758933,94.70465506989473
55.0,2415.5338462043815,95.27802838557888
