Batch_Size,Time_In_SECONDS
1,0.014385432004928589
2,0.015322476625442505
3,0.01618725061416626
4,0.018755227327346802
5,0.020294636487960815
6,0.022429585456848145
7,0.023300588130950928
8,0.02520132064819336
9,0.026279836893081665
10,0.027721434831619263
11,0.028840601444244385
12,0.02900788187980652
13,0.029826641082763672
14,0.030921608209609985
15,0.03116324543952942
16,0.03246310353279114
17,0.046288132667541504
18,0.04773339629173279
19,0.048388898372650146
20,0.04951506853103638
21,0.050586700439453125
22,0.051635533571243286
23,0.05262407660484314
24,0.051677972078323364
25,0.05626475811004639
26,0.057090699672698975
27,0.05821385979652405
28,0.05921196937561035
29,0.06056341528892517
30,0.06216123700141907
31,0.06270211935043335
32,0.06375440955162048
33,0.07810753583908081
34,0.0779830813407898
35,0.0791744589805603
36,0.07997578382492065
37,0.08325576782226562
38,0.0842682421207428
39,0.08522596955299377
40,0.08638539910316467
41,0.08741903305053711
42,0.08836773037910461
43,0.08945652842521667
44,0.09008762240409851
45,0.09145966172218323
46,0.09123432636260986
47,0.09167337417602539
48,0.09291291236877441
49,0.10177874565124512
50,0.10243844985961914
51,0.10357394814491272
52,0.10376143455505371
53,0.10481888055801392
54,0.1057354211807251
55,0.10743418335914612
56,0.10775813460350037
57,0.10906600952148438
58,0.11006167531013489
59,0.10604211688041687
60,0.1073218286037445
61,0.10852530598640442
62,0.10887542366981506
63,0.10971355438232422
64,0.11048594117164612
65,0.12991836667060852
66,0.13062921166419983
67,0.13281676173210144
68,0.1334497034549713
69,0.13488593697547913
70,0.1355890929698944
71,0.13677000999450684
72,0.13738462328910828
73,0.13875192403793335
74,0.13909536600112915
75,0.14035797119140625
76,0.14184394478797913
77,0.14256545901298523
78,0.14364495873451233
79,0.1452043652534485
80,0.14600291848182678
81,0.15696856379508972
82,0.15754902362823486
83,0.15237084031105042
84,0.1531054675579071
85,0.15476009249687195
86,0.15584710240364075
87,0.15707775950431824
88,0.15703129768371582
89,0.15787208080291748
90,0.16018357872962952
91,0.16024863719940186
92,0.16143015027046204
93,0.16250008344650269
94,0.163072407245636
95,0.16383978724479675
96,0.16485381126403809
97,0.17210674285888672
98,0.17387577891349792
99,0.1743563413619995
100,0.17602643370628357
101,0.17662584781646729
102,0.17814341187477112
103,0.17850720882415771
104,0.17961612343788147
105,0.1798437535762787
106,0.1811833381652832
107,0.182925283908844
108,0.18370795249938965
109,0.18503797054290771
110,0.1858610212802887
111,0.186672180891037
112,0.1874513328075409
113,0.18719851970672607
114,0.18816140294075012
115,0.18866127729415894
116,0.19000831246376038
117,0.19106122851371765
118,0.19176772236824036
119,0.1927800476551056
120,0.1947069764137268
121,0.19470810890197754
122,0.19638165831565857
123,0.19681337475776672
124,0.19740065932273865
125,0.1981397271156311
126,0.19914603233337402
127,0.20007315278053284
128,0.20133864879608154
129,0.22785666584968567
130,0.22890335321426392
131,0.2300562560558319
132,0.2312585711479187
133,0.2322351634502411
134,0.23279204964637756
135,0.23344722390174866
136,0.23454704880714417
137,0.2360266149044037
138,0.23662593960762024
139,0.23746135830879211
140,0.23831099271774292
141,0.24297988414764404
142,0.24399450421333313
143,0.24446195363998413
144,0.2463645339012146
145,0.2493171989917755
146,0.2504178285598755
147,0.2513899505138397
148,0.2522389888763428
149,0.25376251339912415
150,0.25499269366264343
151,0.254692405462265
152,0.25659123063087463
153,0.25615328550338745
154,0.2575233280658722
155,0.25920024514198303
156,0.2599444091320038
157,0.2605697810649872
158,0.26151564717292786
159,0.26205772161483765
160,0.2628289759159088
161,0.27851444482803345
162,0.2789957821369171
163,0.27914562821388245
164,0.28053897619247437
165,0.2812204658985138
166,0.283313512802124
167,0.2834283709526062
168,0.28488755226135254
169,0.2851119637489319
170,0.28653424978256226
171,0.287662148475647
172,0.28825315833091736
173,0.2786976993083954
174,0.2801111042499542
175,0.28083404898643494
176,0.28155645728111267
177,0.28023263812065125
178,0.28173238039016724
179,0.28186118602752686
180,0.2855364680290222
181,0.2849617004394531
182,0.2857999801635742
183,0.2853149175643921
184,0.28903189301490784
185,0.2882309854030609
186,0.29042381048202515
187,0.2914392948150635
188,0.2909116744995117
189,0.2928491532802582
190,0.2932472825050354
191,0.29429811239242554
192,0.29663607478141785
193,0.32617515325546265
194,0.32776665687561035
195,0.32877659797668457
196,0.32938238978385925
197,0.3298519551753998
198,0.3317582905292511
199,0.3497806489467621
200,0.34822988510131836
201,0.35082724690437317
202,0.351468950510025
203,0.35813236236572266
204,0.3582604229450226
205,0.360933780670166
206,0.3607177138328552
207,0.35355138778686523
208,0.3546866476535797
209,0.35204192996025085
210,0.3535926043987274
211,0.35561078786849976
212,0.355472207069397
213,0.3573421835899353
214,0.3574143946170807
215,0.3590075969696045
216,0.35877782106399536
217,0.36147022247314453
218,0.36235180497169495
219,0.3634548485279083
220,0.3638736605644226
221,0.36675888299942017
222,0.36704185605049133
223,0.3685761094093323
224,0.36741477251052856
225,0.3788186013698578
226,0.3790333867073059
227,0.3806943893432617
228,0.3804245591163635
229,0.38271617889404297
230,0.3846009373664856
231,0.3745978772640228
232,0.37567242980003357
233,0.3758276104927063
234,0.37794896960258484
235,0.3779211938381195
236,0.3799546957015991
237,0.38046303391456604
238,0.38217633962631226
239,0.3830992579460144
240,0.39251479506492615
241,0.381557822227478
242,0.3834277093410492
243,0.3839021623134613
244,0.3848029375076294
245,0.38535213470458984
246,0.38721492886543274
247,0.3885652720928192
248,0.38927215337753296
249,0.39080896973609924
250,0.39225998520851135
251,0.39232322573661804
252,0.39211633801460266
253,0.39457955956459045
