cpu2gpu_time	gpu_time
0.004007101	0.475675583
0.003224373	0.131213427
0.003239632	0.125137329
0.003244638	0.124867201
0.003323317	0.124483347
0.003208160	0.124357700
0.003260851	0.124327660
0.003212929	0.124279499
0.003245831	0.124166012
0.003238201	0.124166965
0.003208160	0.124331951
0.010955811	0.124293089
0.003232956	0.124315262
0.003228188	0.124050856
0.003220797	0.124197483
0.003200293	0.127776146
0.003237486	0.137400866
0.003209114	0.124032497
0.003208637	0.123951197
0.003239155	0.124146938
0.003291607	0.124209166
0.003220558	0.124179840
0.003231525	0.124389172
0.003254890	0.124148369
0.003210306	0.124173403
0.003227949	0.124114037
0.003245592	0.124278545
0.003348351	0.124210835
0.003291368	0.124121666
0.003236294	0.124172211
0.003230810	0.124280453
0.009968758	0.124094248
0.003226757	0.124157429
0.003233910	0.124095678
0.003224611	0.124194622
0.003251553	0.124277353
0.003239393	0.124179840
0.003215790	0.124212503
0.003256321	0.124202490
0.003238678	0.124116659
0.003348589	0.124319077
0.003228426	0.124137878
0.003288031	0.124217272
0.003266335	0.124152184
0.003217459	0.124082327
0.003215075	0.124232054
0.003285885	0.124182463
0.003235340	0.124187946
0.003238440	0.124368191
0.003314257	0.124317408
0.010840654	0.124264956
0.003294706	0.126470804
0.003225327	0.124202251
0.003257751	0.124255419
0.003318310	0.124417782
0.003457546	0.124311924
0.003249645	0.124197721
0.003296137	0.124340773
0.003281832	0.124304056
0.003249407	0.124302626
0.003267288	0.124366045
0.003251791	0.124224424
0.003253222	0.124328375
0.003265858	0.124166489
0.003237009	0.124153376
0.003341913	0.124391556
0.003225088	0.124154091
0.003262997	0.124152422
0.003218174	0.126024008
0.003231049	0.124302387
0.003230810	0.124286652
0.003266335	0.124139071
0.003214836	0.124128342
0.003234148	0.124175549
0.003280401	0.124377012
0.003259420	0.124108791
0.003261566	0.124165297
0.003234863	0.124227047
0.003265619	0.124329805
0.003273726	0.124133348
0.003287554	0.124229193
0.003237963	0.126363516
0.003279209	0.124258995
0.003223419	0.124161959
0.003387928	0.124254227
0.003251076	0.124702454
0.003243923	0.124211788
0.003283024	0.124207020
0.003242493	0.124088287
0.003244162	0.124093533
0.003231525	0.124249697
0.003249884	0.124224424
0.003263712	0.124228477
0.003218412	0.124328852
0.003424644	0.124563694
0.003324270	0.124453068
0.003232479	0.124248981
0.003233671	0.124275684
0.003281593	0.124560595
0.003267527	0.124447107
0.003243446	0.124264956
0.003233910	0.124201775
0.003244162	0.124248266
0.003284216	0.129136801
0.003259897	0.124184847
0.003242493	0.124824524
0.003244638	0.124357939
0.003268480	0.124420166
0.003249884	0.124286890
0.003247738	0.124423742
0.003306389	0.124198198
0.003266573	0.124395370
0.003296852	0.124335766
0.003261328	0.124394178
0.003274202	0.124468088
0.003270864	0.124857664
