
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	-1	1704567920.1334465	0
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	0	1704567921.1334465	83.00271068238914
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	1	1704567921.7589676	204.6299070101261
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	2	1704567922.3578584	213.7275166892853
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	3	1704567922.9568264	213.70080346143206
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	4	1704567923.5443535	217.86249124992645
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	5	1704567924.1318634	217.8688568630785
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	6	1704567924.7196984	217.74947516653526
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	7	1704567925.3074355	217.7855144706012
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	8	1704567925.8955524	217.64195816215752
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	9	1704567926.48378	217.60499614742494
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	10	1704567927.1021402	206.99738896951433
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	11	1704567927.7003167	213.98392861342143
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	12	1704567928.316527	207.72188135261393
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	13	1704567928.9212008	211.68444415529623
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	14	1704567929.509254	217.66851857783277
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	15	1704567930.097009	217.77818197896414
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	16	1704567930.6849778	217.6974688713058
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	17	1704567931.2835062	213.8599052097964
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	18	1704567931.8916373	210.47983377112166
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	19	1704567932.4793992	217.77544346415172
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	20	1704567933.0672126	217.75627578872482
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	21	1704567933.6547427	217.86143035056529
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	22	1704567934.242375	217.82483564876895
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	23	1704567934.8301122	217.7842776301645
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	24	1704567935.4180112	217.72360135726734
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	25	1704567936.0061705	217.62978312862296
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	26	1704567936.6047976	213.82157655856454
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	27	1704567937.212512	210.62541443746943
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	28	1704567937.8000572	217.85586079842878
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	29	1704567938.3981757	214.00457051471903
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	30	1704567939.0020432	211.96802264062742
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	31	1704567939.590015	217.69799852156842
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	32	1704567940.1779938	217.69393793541653
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	33	1704567940.7656767	217.80530582836224
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	34	1704567941.3533874	217.79487957550214
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	35	1704567941.9412575	217.7337558735332
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	36	1704567942.528969	217.7944378071711
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	37	1704567943.1525023	205.28191257093872
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	38	1704567943.7629507	209.6830103816094
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	39	1704567944.3506105	217.81378894002634
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	40	1704567944.9765677	204.48579529440084
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	41	1704567945.5644517	217.73101847589763
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	42	1704567946.1522148	217.77526678814175
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	43	1704567946.7508905	213.80437572031965
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	44	1704567947.3684964	207.2518178463173
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	45	1704567947.974647	211.168717173954
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	46	1704567948.5622385	217.83915385049232
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	47	1704567949.149923	217.80477565582302
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	48	1704567949.736734	218.1269771748568
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	49	1704567950.3347852	214.0299945263717
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	50	1704567950.950094	208.02475508591706
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	51	1704567952.1087718	110.47092547716088
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	52	1704567953.2642019	110.78123719364305
35a43d4a-b1cb-4942-b4d4-ff6c3f403fb5	53	1704567954.4199429	110.7515280990757
