174.2718	171.2314	170.9709	173.3653
299.7431	303.5596	305.7627	299.0396
458.4461	473.2592	472.2588	338.2141
939.6716	870.3568	806.0653	337.6279
1657.0010	1000.4042	798.0812	337.3354
2349.1675	993.0763	798.6304	337.4049
