batch_size,peak,persistent
1.0,56.26005461538632,15.414946705688683
2.0,91.42526200801476,15.989159213796784
3.0,126.5904542440335,16.563409008700706
4.0,161.75563132344257,17.13769609040045
5.0,196.920793246242,17.712020458896017
6.0,232.0859400124317,18.286382114187404
7.0,267.25107162201175,18.860781056274615
8.0,302.4161880749822,19.435217285157645
9.0,337.5812893713429,20.0096908008365
10.0,372.74637551109396,20.584201603311172
11.0,407.9114464942353,21.15874969258167
12.0,443.07650232076696,21.73333506864799
13.0,478.24154299068897,22.30795773151013
14.0,513.4065685040014,22.88261768116809
15.0,548.571578860704,23.457314917621872
16.0,585.29052734375,23.91943359375
17.0,618.9015541042804,24.606821250916905
18.0,654.066518991154,25.18163034775815
19.0,689.2314687214181,25.756476731395225
20.0,724.3964032950723,26.331360401828114
21.0,759.561322712117,26.90628135905683
22.0,794.726226972552,27.481239603081363
23.0,829.8911160763772,28.056235133901723
24.0,865.0559900235928,28.631267951517902
25.0,900.2208488141987,29.206338055929905
26.0,935.3856924481951,29.781445447137724
27.0,970.5505209255816,30.356590125141366
28.0,1005.7153342463586,30.931772089940836
29.0,1040.8801324105257,31.506991341536125
30.0,1076.0449154180835,32.08224787992723
31.0,1111.2096832690315,32.65754170511416
32.0,1147.27099609375,32.935546875
33.0,1181.539173501098,33.80824121587549
34.0,1216.703895882217,34.38364690144989
35.0,1251.8686031067261,34.959089873820105
36.0,1287.033295174626,35.53457013298615
37.0,1322.1979720859156,36.110087678948005
38.0,1357.362633840596,36.68564251170569
39.0,1392.5272804386664,37.26123463125919
40.0,1427.6919118801272,37.83686403760852
41.0,1462.8565281649783,38.41253073075367
42.0,1498.02112929322,38.98823471069464
43.0,1533.1857152648518,39.563975977431426
44.0,1568.350286079874,40.13975453096404
45.0,1603.5148417382863,40.715570371292486
46.0,1638.6793822400894,41.291423498416734
47.0,1673.8439075852823,41.86731391233681
48.0,1705.16796875,42.48681640625
49.0,1744.1729128058396,43.019206600564445
50.0,1779.3373926812037,43.595208874871986
51.0,1814.5018573999582,44.17124843597535
52.0,1849.666306962103,44.74732528387454
53.0,1884.8307413676382,45.32343941856955
54.0,1919.9951606165635,45.89959084006038
55.0,1955.1595647088793,46.475779548347035
56.0,1990.3239536445853,47.0520055434295
57.0,2025.4883274236818,47.6282688253078
58.0,2060.6526860461686,48.20456939398192
59.0,2095.8170295120453,48.78090724945186
60.0,2130.981357821313,49.35728239171762
61.0,2166.145670973971,49.9336948207792
62.0,2201.309968970019,50.51014453663661
63.0,2236.474251809457,51.08663153928984
64.0,2274.69873046875,51.5205078125
65.0,2306.802772018505,52.23971740498375
66.0,2341.967009388114,52.816316268024444
67.0,2377.131231601114,53.39295241786096
68.0,2412.295438657504,53.969625854493295
