Batch_Size,Time_In_SECONDS
1.0,0.05547115206718445
2.0,0.06092679500579834
3.0,0.07404419779777527
4.0,0.08533808588981628
5.0,0.09965285658836365
6.0,0.11221101880073547
7.0,0.12584593892097473
8.0,0.13771939277648926
9.0,0.1487240493297577
10.0,0.15992149710655212
11.0,0.17122548818588257
12.0,0.1814042031764984
13.0,0.19105279445648193
14.0,0.20719033479690552
15.0,0.2153436243534088
16.0,0.22707536816596985
17.0,0.25379520654678345
18.0,0.26564082503318787
19.0,0.2786997854709625
20.0,0.29098039865493774
21.0,0.30280402302742004
22.0,0.31382033228874207
23.0,0.3261825740337372
24.0,0.3341866731643677
25.0,0.3447541296482086
26.0,0.35677793622016907
27.0,0.3702745735645294
28.0,0.38209477066993713
29.0,0.3968185484409332
30.0,0.4032244384288788
31.0,0.41547873616218567
32.0,0.42781203985214233
33.0,0.4525170624256134
34.0,0.46907684206962585
35.0,0.4799180030822754
36.0,0.4923221170902252
37.0,0.5020822882652283
38.0,0.5136305689811707
39.0,0.5248188972473145
40.0,0.5382174253463745
41.0,0.550392746925354
42.0,0.5634800791740417
43.0,0.5736244022846222
44.0,0.586552619934082
45.0,0.601283460855484
46.0,0.6157914996147156
47.0,0.6282686591148376
48.0,0.6400700211524963
49.0,0.6589750349521637
50.0,0.670239120721817
51.0,0.682631105184555
52.0,0.6928379237651825
53.0,0.7063618898391724
54.0,0.7185822129249573
55.0,0.7314951419830322
56.0,0.7413752675056458
57.0,0.7542423009872437
58.0,0.7650442123413086
59.0,0.7866926193237305
60.0,0.7972170114517212
61.0,0.8104329109191895
62.0,0.8199281394481659
63.0,0.8333671987056732
64.0,0.8432222008705139
65.0,0.8789313435554504
66.0,0.8973369896411896
67.0,0.9076946079730988
68.0,0.9235808253288269
69.0,0.9359235167503357
70.0,0.9460767805576324
71.0,0.9586928188800812
72.0,0.9720501601696014
73.0,0.984866738319397
74.0,0.9992132186889648
75.0,1.0115789771080017
76.0,1.0233299434185028
77.0,1.0316391587257385
78.0,1.045191615819931
79.0,1.059259444475174
80.0,1.071330338716507
81.0,1.0928575992584229
82.0,1.101535826921463
83.0,1.114077389240265
84.0,1.1253098845481873
85.0,1.1375198066234589
86.0,1.1478358209133148
87.0,1.1596708595752716
88.0,1.1699000895023346
89.0,1.1831376254558563
90.0,1.1934571862220764
91.0,1.2037472128868103
92.0,1.2160410284996033
93.0,1.2278043627738953
94.0,1.2415669560432434
95.0,1.2512930035591125
96.0,1.2651742100715637
97.0,1.2831864058971405
98.0,1.2926372587680817
99.0,1.3050147593021393
100.0,1.3161238133907318
101.0,1.3278445899486542
102.0,1.3392846584320068
103.0,1.3531908690929413
104.0,1.3627319633960724
105.0,1.3768046200275421
106.0,1.3899393379688263
107.0,1.4035893678665161
108.0,1.4118338525295258
109.0,1.4244635701179504
110.0,1.434978187084198
111.0,1.447701334953308
112.0,1.4572955667972565
113.0,1.462002545595169
114.0,1.473833441734314
115.0,1.4860287308692932
116.0,1.4965910613536835
117.0,1.5104769170284271
118.0,1.5218051671981812
119.0,1.5334552526474
120.0,1.5461878180503845
121.0,1.5572146773338318
122.0,1.5690550804138184
123.0,1.580654263496399
124.0,1.5917239487171173
125.0,1.6042870581150055
126.0,1.6198555529117584
127.0,1.6584631568989856
128.0,1.6712927041020595
129.0,1.684122251305134
130.0,1.6969517985082079
131.0,1.7097813457112823
132.0,1.7226108929143562
133.0,1.7354404401174306
134.0,1.748269987320505
135.0,1.761099534523579
136.0,1.7739290817266533
137.0,1.7867586289297273
138.0,1.7995881761328016
139.0,1.8124177233358756
140.0,1.82524727053895
141.0,1.838076817742024
142.0,1.8509063649450983
143.0,1.8637359121481727
144.0,1.8765654593512466
145.0,1.889395006554321
146.0,1.902224553757395
147.0,1.9150541009604694
148.0,1.9278836481635433
149.0,1.9407131953666177
150.0,1.9535427425696916
151.0,1.966372289772766
152.0,1.9792018369758404
153.0,1.9920313841789143
154.0,2.0048609313819887
155.0,2.0176904785850627
156.0,2.030520025788137
157.0,2.043349572991211
158.0,2.0561791201942854
159.0,2.0690086673973593
160.0,2.0818382146004337
161.0,2.0946677618035077
162.0,2.107497309006582
163.0,2.120326856209656
164.0,2.1331564034127304
165.0,2.1459859506158048
166.0,2.1588154978188787
167.0,2.171645045021953
168.0,2.184474592225027
169.0,2.1973041394281014
170.0,2.2101336866311754
171.0,2.2229632338342498
172.0,2.2357927810373237
173.0,2.248622328240398
174.0,2.2614518754434725
175.0,2.2742814226465464
176.0,2.287110969849621
177.0,2.2999405170526948
178.0,2.312770064255769
179.0,2.325599611458843
180.0,2.3384291586619175
181.0,2.3512587058649914
182.0,2.364088253068066
183.0,2.37691780027114
184.0,2.389747347474214
185.0,2.4025768946772885
186.0,2.4154064418803625
187.0,2.428235989083437
188.0,2.441065536286511
189.0,2.453895083489585
190.0,2.466724630692659
191.0,2.4795541778957335
192.0,2.4923837250988075
193.0,2.505213272301882
194.0,2.5180428195049562
195.0,2.53087236670803
196.0,2.5437019139111046
197.0,2.5565314611141785
198.0,2.569361008317253
199.0,2.582190555520327
200.0,2.5950201027234012
201.0,2.607849649926475
202.0,2.6206791971295496
203.0,2.633508744332624
204.0,2.646338291535698
205.0,2.6591678387387723
206.0,2.671997385941846
207.0,2.6848269331449206
208.0,2.6976564803479945
209.0,2.710486027551069
210.0,2.723315574754143
211.0,2.7361451219572173
212.0,2.7489746691602917
213.0,2.7618042163633656
214.0,2.77463376356644
215.0,2.787463310769514
216.0,2.8002928579725883
217.0,2.8131224051756623
218.0,2.8259519523787366
