batch_size,peak,persistent
1.0,106.29008228927268,42.23686531135388
2.0,158.3482567693651,42.8002135346333
3.0,210.40642971748113,43.36370206712743
4.0,262.46460113362093,43.92733090883626
5.0,314.52277101778435,44.491100059759816
6.0,366.5809393699714,45.05500951989807
7.0,418.63910619018225,45.61905928925105
8.0,470.69727147841667,46.183249367818725
9.0,522.7554352346748,46.74757975560112
10.0,574.8135974589566,47.31205045259823
11.0,626.8717581512622,47.87666145881004
12.0,678.9299173115912,48.44141277423657
13.0,730.9880749399441,49.00630439887781
14.0,783.0462310363206,49.57133633273376
15.0,835.1043856007208,50.13650857580441
16.0,883.95751953125,51.076171875
17.0,939.2206901335923,51.26727398958987
18.0,991.2788401020633,51.83286716030466
19.0,1043.3369885385582,52.398600640234164
20.0,1095.395135443077,52.964474429378384
21.0,1147.453280815619,53.530488527737305
22.0,1199.5114246561852,54.096642935310946
23.0,1251.5695669647746,54.662937652099295
24.0,1303.627707741388,55.22937267810235
25.0,1355.685846986025,55.79594801332012
26.0,1407.7439846986854,56.362663657752606
27.0,1459.8021208793698,56.9295196113998
28.0,1511.860255528078,57.4965158742617
29.0,1563.9183886448095,58.06365244633831
30.0,1615.9765202295646,58.630929327629644
31.0,1668.0346502823438,59.19834651813568
32.0,1722.3076171875,59.02783203125
33.0,1772.1509057919727,60.333601826791885
34.0,1824.2090312488228,60.901439944942055
35.0,1876.2671551736964,61.46941837230694
36.0,1928.3252775665937,62.037537108886525
37.0,1980.383398427515,62.60579615468083
38.0,2032.4415177564597,63.17419550968985
39.0,2084.499635553428,63.74273517391357
40.0,2136.5577518184205,64.31141514735201
41.0,2188.615866551436,64.88023543000516
42.0,2240.673979752475,65.44919602187301
43.0,2292.7320914215384,66.01829692295559
44.0,2344.7902015586255,66.58753813325286
45.0,2396.8483101637357,67.15691965276486
46.0,2448.90641723687,67.72644148149156
47.0,2500.964522778028,68.29610361943298
48.0,2552.07568359375,69.3232421875
49.0,2605.0807292644145,69.43584882295994
50.0,2657.1388302096434,70.00593188854548
51.0,2709.196929622896,70.57615526334574
52.0,2761.255027504172,71.1465189473607
53.0,2813.313123853472,71.71702294059038
54.0,2865.3712186707953,72.28766724303478
55.0,2917.4293119561426,72.85845185469388
56.0,2969.4874037095137,73.4293767755677
57.0,3021.5454939309084,74.00044200565623
58.0,3073.6035826203265,74.57164754495946
59.0,3125.6616697777686,75.14299339347741
60.0,3177.719755403234,75.71447955121006
61.0,3229.777839496723,76.28610601815743
