Batch_Size,Time_In_SECONDS
1,0.005567967891693115
2,0.0067923665046691895
3,0.0069942474365234375
4,0.00820237398147583
5,0.009369522333145142
6,0.010311335325241089
7,0.011275410652160645
8,0.012210428714752197
9,0.013299286365509033
10,0.014432728290557861
11,0.015843719244003296
12,0.015818923711776733
13,0.01705428957939148
14,0.01785150170326233
15,0.019388854503631592
16,0.02008509635925293
17,0.021222054958343506
18,0.022352099418640137
19,0.02344682812690735
20,0.024262934923171997
21,0.025349557399749756
22,0.026543915271759033
23,0.02748933434486389
24,0.028417974710464478
25,0.03021031618118286
26,0.031126439571380615
27,0.03209659457206726
28,0.03287121653556824
29,0.03416815400123596
30,0.03520631790161133
31,0.036006391048431396
32,0.03714945912361145
33,0.0385185182094574
34,0.03941032290458679
35,0.04029303789138794
36,0.041024744510650635
37,0.042304426431655884
38,0.043196648359298706
39,0.0444183349609375
40,0.04530254006385803
41,0.046665698289871216
42,0.04740235209465027
43,0.04882097244262695
44,0.04947558045387268
45,0.05056086182594299
46,0.05173727869987488
47,0.052643150091171265
48,0.05337947607040405
49,0.054352521896362305
50,0.05534178018569946
51,0.056169480085372925
52,0.056988149881362915
53,0.05843111872673035
54,0.059629201889038086
55,0.06074205040931702
56,0.061300843954086304
57,0.06262707710266113
58,0.06353753805160522
59,0.06458505988121033
60,0.06547048687934875
61,0.0668160617351532
62,0.06766384840011597
63,0.06842955946922302
64,0.06938323378562927
65,0.07066884636878967
66,0.07185271382331848
67,0.07307615876197815
68,0.07360798120498657
69,0.07512062788009644
70,0.07571804523468018
71,0.07659438252449036
72,0.07724305987358093
73,0.07871627807617188
74,0.0798582136631012
75,0.0811690092086792
76,0.08187353610992432
77,0.0827856957912445
78,0.08372995257377625
79,0.08473581075668335
80,0.0856354832649231
81,0.08710700273513794
82,0.08821544051170349
83,0.08910593390464783
84,0.08924898505210876
85,0.0911359190940857
86,0.09212827682495117
87,0.09326347708702087
88,0.09383118152618408
89,0.09547671675682068
90,0.09605014324188232
91,0.096900075674057
92,0.09757909178733826
93,0.09893384575843811
94,0.10014614462852478
95,0.1014193594455719
96,0.10224208235740662
97,0.10301521420478821
98,0.10398328304290771
99,0.10514619946479797
100,0.10573628544807434
101,0.10689684748649597
102,0.1079893708229065
103,0.10894989967346191
104,0.10938921570777893
105,0.11085611581802368
106,0.11201208829879761
107,0.11301550269126892
108,0.1137552559375763
109,0.11543044447898865
110,0.11613324284553528
111,0.11718976497650146
112,0.11788034439086914
113,0.11937558650970459
114,0.1205395758152008
115,0.12141081690788269
116,0.1220906674861908
117,0.12365710735321045
118,0.12469008564949036
119,0.12563815712928772
120,0.12611952424049377
121,0.1276278793811798
122,0.1285616159439087
123,0.1295975148677826
124,0.13006329536437988
125,0.13148221373558044
126,0.13240915536880493
127,0.13355225324630737
128,0.13437509536743164
129,0.13576871156692505
130,0.13680657744407654
131,0.13782545924186707
132,0.13836669921875
133,0.13969171047210693
134,0.14092019200325012
135,0.1417507529258728
136,0.14233162999153137
137,0.14386889338493347
138,0.1451687514781952
139,0.1461135745048523
140,0.14667177200317383
141,0.14809325337409973
142,0.14909234642982483
143,0.14992111921310425
144,0.1505158245563507
145,0.15208813548088074
146,0.15291312336921692
147,0.15384617447853088
148,0.15468040108680725
149,0.15613248944282532
150,0.15705373883247375
151,0.15821707248687744
152,0.15869739651679993
153,0.16083493828773499
154,0.16165760159492493
155,0.162795752286911
156,0.16315558552742004
157,0.1644890308380127
158,0.1656385362148285
159,0.16660210490226746
160,0.16663163900375366
161,0.16885635256767273
162,0.1700095534324646
163,0.1707465648651123
164,0.17133033275604248
165,0.1728580892086029
166,0.17371338605880737
167,0.17475223541259766
168,0.17524856328964233
169,0.17657747864723206
170,0.17792901396751404
171,0.1788942515850067
172,0.17937666177749634
173,0.18092873692512512
174,0.18197116255760193
175,0.18289124965667725
176,0.1833319365978241
177,0.18490618467330933
178,0.18579897284507751
179,0.18674910068511963
180,0.18722155690193176
181,0.18911701440811157
182,0.19010010361671448
183,0.19104629755020142
184,0.1914839744567871
185,0.19290372729301453
186,0.19388926029205322
187,0.19512346386909485
188,0.19550970196723938
189,0.19706639647483826
190,0.19815415143966675
191,0.199153870344162
192,0.19888392090797424
193,0.1973172128200531
194,0.19827726483345032
195,0.1993142068386078
196,0.19990229606628418
197,0.20094403624534607
198,0.20175278186798096
199,0.20300954580307007
200,0.20356673002243042
201,0.2049097716808319
202,0.20594164729118347
203,0.2069661021232605
204,0.2078632414340973
205,0.20878076553344727
206,0.2096463441848755
207,0.2106289565563202
208,0.21153932809829712
209,0.21274390816688538
210,0.21353763341903687
211,0.21451625227928162
212,0.21549320220947266
213,0.21668696403503418
214,0.21758776903152466
215,0.2188091278076172
216,0.2194182276725769
217,0.2205805778503418
218,0.2214990258216858
219,0.22218215465545654
220,0.22817319631576538
221,0.22966164350509644
222,0.2304767668247223
223,0.23179054260253906
224,0.23213371634483337
225,0.23418065905570984
226,0.2350681722164154
227,0.23638156056404114
228,0.23718881607055664
229,0.23846405744552612
230,0.23910629749298096
231,0.24026310443878174
232,0.24118778109550476
233,0.24218890070915222
234,0.2435319423675537
235,0.24455317854881287
236,0.24531584978103638
237,0.24667590856552124
238,0.24744069576263428
239,0.24859824776649475
240,0.24902775883674622
241,0.25072982907295227
242,0.2513134181499481
243,0.25260666012763977
244,0.25349506735801697
245,0.2544941008090973
246,0.2554681897163391
247,0.25664854049682617
248,0.257279634475708
249,0.2584417760372162
250,0.2594483196735382
251,0.2605060040950775
252,0.261315256357193
253,0.26228654384613037
