batch_size,peak,persistent
1.0,65.29719974354846,41.461683747485885
2.0,91.31283986716548,42.03596494338554
3.0,117.3276681387895,42.61029127185543
4.0,143.34168455842055,43.18466273289557
5.0,169.35488912605862,43.75907932650594
6.0,195.3672818417037,44.333541052686556
7.0,221.37886270535577,44.908047911437414
8.0,247.38963171701488,45.48259990275851
9.0,273.39958887668104,46.05719702664984
10.0,299.40873418435416,46.63183928311142
11.0,325.4170676400343,47.20652667214323
12.0,351.4245892437214,47.781259193745285
13.0,377.4312989954156,48.35603684791758
14.0,403.4371968951168,48.93085963466011
15.0,429.442282942825,49.50572755397289
16.0,456.79931640625,49.8974609375
17.0,481.45001948226246,50.655598790309156
18.0,507.45266997399176,51.23060210733265
19.0,533.454508613728,51.80565055692638
20.0,559.4555354014713,52.38074413909036
21.0,585.4557503372216,52.955882853824576
22.0,611.455153420979,53.53106670112903
23.0,637.4537446527432,54.10629568100372
24.0,663.4515240325145,54.68156979344865
25.0,689.4484915602928,55.256889038463825
26.0,715.4446472360783,55.83225341604924
27.0,741.4399910598706,56.40766292620489
28.0,767.4345230316701,56.98311756893079
29.0,793.4282431514764,57.55861734422692
30.0,819.4211514192899,58.1341622520933
31.0,845.4132478351104,58.70975229252991
32.0,865.7490234375,59.16943359375
33.0,897.3950051107723,59.86106777111386
34.0,923.3846659706138,60.43679320926119
35.0,949.3735149784623,61.01256377997876
36.0,975.3615521343179,61.58837948326658
37.0,1001.3487774381804,62.16424031912463
38.0,1027.33519089005,62.740146287552925
39.0,1053.3207924899266,63.316097388551455
40.0,1079.30558223781,63.892093622120235
41.0,1105.2895601337007,64.46813498825925
42.0,1131.2727261775983,65.0442214869685
43.0,1157.2550803695028,65.62035311824799
44.0,1183.2366227094146,66.19652988209774
45.0,1209.2173531973333,66.7727517785177
46.0,1235.1972718332588,67.34901880750792
47.0,1261.1763786171916,67.92533096906837
48.0,1285.32763671875,68.55078125
49.0,1313.1321566290778,69.0780906899
50.0,1339.1088278570314,69.65453824917117
51.0,1365.0846872329923,70.23103094101258
52.0,1391.05973475696,70.80756876542424
53.0,1417.0339704289347,71.38415172240613
54.0,1443.0073942489166,71.96077981195826
55.0,1468.9800062169054,72.53745303408063
56.0,1494.9518063329012,73.11417138877324
57.0,1520.9227945969042,73.6909348760361
58.0,1546.892971008914,74.26774349586918
59.0,1572.8623355689308,74.84459724827252
60.0,1598.8308882769547,75.42149613324611
61.0,1624.7986291329855,75.99844015078992
62.0,1650.7655581370234,76.57542930090396
63.0,1676.7316752890683,77.15246358358826
64.0,1693.96875,77.76806640625
65.0,1728.6614740371792,78.30666754666757
66.0,1754.6251556332452,78.88383722706257
67.0,1780.5880253773182,79.46105204002782
68.0,1806.5500832693983,80.03831198556333
69.0,1832.5113293094853,80.61561706366905
70.0,1858.4717634975793,81.19296727434502
71.0,1884.4313858336805,81.77036261759125
72.0,1910.3901963177884,82.34780309340769
73.0,1936.3481949499035,82.92528870179439
74.0,1962.3053817300256,83.50281944275132
75.0,1988.2617566581546,84.0803953162785
76.0,2014.2173197342909,84.6580163223759
77.0,2040.172070958434,85.23568246104355
78.0,2066.126010330584,85.81339373228144
79.0,2092.079137850741,86.39115013608958
80.0,2137.4853515625,86.70849609375
81.0,2143.982957335076,87.54679834141656
82.0,2169.9336492992547,88.1246901429354
83.0,2195.8835294114397,88.7026270770245
84.0,2221.8325976716324,89.28060914368385
85.0,2247.7808540798314,89.8586363429134
86.0,2273.728298636038,90.43670867471323
87.0,2299.674931340251,91.01482613908328
88.0,2325.620752192471,91.59298873602356
89.0,2351.5657611926986,92.17119646553411
90.0,2377.509958340933,92.74944932761487
91.0,2403.453343637174,93.32774732226588
92.0,2429.395917081423,93.90609044948714
93.0,2455.337678673678,94.48447870927862
94.0,2481.2786284139406,95.06291210164036
95.0,2507.2187663022096,95.64139062657233
96.0,2544.02099609375,97.33984375
97.0,2559.0966065227694,96.79848307414699
98.0,2585.03430885506,97.37709699678967
99.0,2610.9711993353576,97.95575605200261
100.0,2636.9072779636617,98.53446023978579
101.0,2662.842544739973,99.1132095601392
102.0,2688.7769996642915,99.69200401306286
103.0,2714.7106427366175,100.27084359855675
104.0,2740.64347395695,100.84972831662088
105.0,2766.5754933252897,101.42865816725524
106.0,2792.506700841636,102.00763315045987
107.0,2818.4370965059898,102.58665326623472
108.0,2844.36668031835,103.1657185145798
109.0,2870.2954522787177,103.74482889549513
110.0,2896.223412387092,104.32398440898069
111.0,2922.150560643474,104.90318505503652
112.0,2944.373046875,105.07666015625
113.0,2974.0024216002585,106.06172174485886
114.0,2999.927134300661,106.64105778862539
115.0,3025.851035149071,107.22043896496217
116.0,3051.7741241454873,107.79986527386916
117.0,3077.696401289911,108.37933671534641
118.0,3103.617866582342,108.95885328939391
119.0,3129.5385200227797,109.53841499601165
120.0,3155.4583616112245,110.11802183519963
121.0,3181.377391347676,110.69767380695782
122.0,3207.2956092321347,111.27737091128627
123.0,3233.213015264601,111.85711314818496
124.0,3259.1296094450736,112.4369005176539
125.0,3285.0453917735535,113.01673301969308
126.0,3310.9603622500404,113.59661065430248
127.0,3336.8745208745345,114.17653342148213
128.0,3359.33056640625,115.0751953125
129.0,3388.700402567543,115.33651435355216
130.0,3414.612125636058,115.91657251844254
131.0,3440.5230368525795,116.49667581590313
132.0,3466.4331362171088,117.07682424593398
133.0,3492.3424237296445,117.65701780853507
134.0,3518.2508993901874,118.2372565037064
135.0,3544.1585631987373,118.81754033144799
136.0,3570.065415155295,119.39786929175979
137.0,3595.9714552598584,119.97824338464184
138.0,3621.8766835124297,120.55866261009413
139.0,3647.7810999130074,121.13912696811666
140.0,3673.684704461593,121.71963645870943
141.0,3699.5874971581848,122.30019108187244
142.0,3725.489478002784,122.88079083760569
143.0,3751.39064699539,123.46143572590918
144.0,3758.57958984375,123.669921875
145.0,3803.190549424623,124.62286090022688
146.0,3829.0892828612505,125.20364118624109
147.0,3854.9872044458843,125.78446660482554
148.0,3880.884314178526,126.36533715598023
149.0,3906.780612059174,126.94625283970517
150.0,3932.6760980878294,127.52721365600034
151.0,3958.5707722644916,128.10821960486572
152.0,3984.464634589161,128.68927068630137
153.0,4010.357685061837,129.2703669003073
154.0,4036.24992368252,129.8515082468834
155.0,4062.14135045121,130.4326947260298
156.0,4088.031965367908,131.0139263377464
157.0,4113.921768432612,131.59520308203324
158.0,4139.810759645323,132.17652495889035
159.0,4165.698939006043,132.75789196831767
160.0,4197.96484375,132.94775390625
161.0,4217.4728621715,133.92076138488304
162.0,4243.358605976238,134.5022637920211
163.0,4269.2435379289855,135.08381133172938
164.0,4295.127658029738,135.6654040040079
165.0,4321.0109662785,136.2470418088567
166.0,4346.893462675267,136.82872474627567
167.0,4372.77514722004,137.41045281626492
168.0,4398.6560199128235,137.99222601882445
169.0,4424.536080753611,138.57404435395415
